2;211;22
2;211;23
2;211;24
2;211;25
2;211;26
2;211;27
2;211;28
2;211;29
2;211;30
2;211;31
2;211;32
2;211;33
2;212;1
2;212;2
2;212;3
2;212;4
2;212;5
2;212;6
2;212;7
2;212;8
2;212;9
2;212;10
2;212;11
2;212;12
2;212;13
2;212;14
2;212;15
2;212;16
2;212;17
2;212;18
2;212;19
2;212;20
2;212;21
2;212;22
2;212;23
2;212;24
2;212;25
2;212;26
2;212;27
2;212;28
2;212;29
2;212;30
2;212;31
2;212;32
2;212;33
2;212;34
2;212;35
2;212;36
2;212;37
2;212;38
2;212;39
2;212;40
2;212;41
2;212;42
2;212;43
2;212;44
2;212;45
2;212;46
2;212;47
2;213;1
2;213;2
2;213;4
2;213;5
2;213;6
2;213;7
2;213;8
2;213;9
2;213;10
2;213;11
2;213;12
2;213;13
2;213;14
2;213;15
2;213;16
2;213;17
2;213;18
2;213;19
2;213;20
2;213;21
2;213;22
2;213;23
2;213;24
2;213;25
2;213;26
2;213;27
2;213;28
2;213;29
2;213;30
2;213;31
2;213;32
2;213;33
2;213;34
2;213;35
2;213;36
2;213;37
2;213;38
2;213;39
2;213;40
2;213;41
2;213;42
2;213;43
2;213;47
2;214;2
2;214;3
2;214;4
2;214;5
2;214;6
2;214;7
2;214;8
2;214;9
2;214;10
2;214;11
2;214;12
2;214;13
2;214;14
2;214;15
2;214;16
2;214;17
2;214;18
2;214;19
2;214;20
2;214;21
2;214;23
2;214;24
2;214;25
2;214;26
2;214;27
2;214;28
2;214;29
2;214;30
2;214;31
2;214;32
2;214;33
2;214;34
2;214;35
2;214;36
2;214;37
2;214;38
2;214;39
2;214;40
2;214;41
2;214;42
2;214;43
2;214;44
2;214;45
2;214;46
